company_id,row_type,employeesTrend_year,employeesTrend_value
986,employeesTrend,2019,50
986,employeesTrend,2020,63
986,employeesTrend,2021,92
986,employeesTrend,2022,115
986,employeesTrend,2023,119
986,employeesTrend,2024,131
986,employeesTrend,2025,
986,employeesTrend,,131
987,employeesTrend,2014,
987,employeesTrend,2015,
987,employeesTrend,2016,
987,employeesTrend,2017,
987,employeesTrend,2018,
987,employeesTrend,2019,91
987,employeesTrend,2020,76
987,employeesTrend,2021,
987,employeesTrend,2022,287
987,employeesTrend,2023,308
987,employeesTrend,2024,283
987,employeesTrend,2025,
987,employeesTrend,,283
988,employeesTrend,2017,2
988,employeesTrend,2018,3
988,employeesTrend,2019,6
988,employeesTrend,2020,9
988,employeesTrend,2021,14
988,employeesTrend,2022,
988,employeesTrend,2023,23
988,employeesTrend,2024,26
988,employeesTrend,2025,
988,employeesTrend,,26
989,employeesTrend,2018,11
989,employeesTrend,2019,13
989,employeesTrend,2020,21
989,employeesTrend,2021,24
989,employeesTrend,2022,36
989,employeesTrend,2023,45
989,employeesTrend,2024,51
989,employeesTrend,2025,
989,employeesTrend,,51
990,employeesTrend,2022,
990,employeesTrend,2023,
990,employeesTrend,2024,146
990,employeesTrend,2025,
990,employeesTrend,,146
991,employeesTrend,2018,15
991,employeesTrend,2019,16
991,employeesTrend,2020,20
991,employeesTrend,2021,23
991,employeesTrend,2022,20
991,employeesTrend,2023,19
991,employeesTrend,2024,18
991,employeesTrend,2025,
991,employeesTrend,,18
992,employeesTrend,2021,6
992,employeesTrend,2022,
992,employeesTrend,2023,
992,employeesTrend,2024,
992,employeesTrend,2025,
992,employeesTrend,,6
993,employeesTrend,2023,139
993,employeesTrend,2024,148
993,employeesTrend,2025,
993,employeesTrend,,148
994,employeesTrend,2022,1
994,employeesTrend,2023,1
994,employeesTrend,2024,25
994,employeesTrend,2025,
994,employeesTrend,,25
995,employeesTrend,2022,6
995,employeesTrend,2023,
995,employeesTrend,2024,11
995,employeesTrend,2025,
995,employeesTrend,,11
996,employeesTrend,2020,3
996,employeesTrend,2021,5
996,employeesTrend,2022,14
996,employeesTrend,2023,19
996,employeesTrend,2024,23
996,employeesTrend,2025,
996,employeesTrend,,23
997,employeesTrend,2022,3
997,employeesTrend,2023,8
997,employeesTrend,2024,6
997,employeesTrend,2025,
997,employeesTrend,,6
998,employeesTrend,2018,3
998,employeesTrend,2019,3
998,employeesTrend,2020,8
998,employeesTrend,2021,9
998,employeesTrend,2022,13
998,employeesTrend,2023,14
998,employeesTrend,2024,13
998,employeesTrend,2025,
998,employeesTrend,,13
999,employeesTrend,2018,216
999,employeesTrend,2019,262
999,employeesTrend,2020,301
999,employeesTrend,2021,358
999,employeesTrend,2022,400
999,employeesTrend,2023,466
999,employeesTrend,2024,369
999,employeesTrend,2025,
999,employeesTrend,,369
1000,employeesTrend,2019,6
1000,employeesTrend,2020,10
1000,employeesTrend,2021,13
1000,employeesTrend,2022,14
1000,employeesTrend,2023,13
1000,employeesTrend,2024,16
1000,employeesTrend,2025,
1000,employeesTrend,,16
1001,employeesTrend,2014,
1001,employeesTrend,2015,
1001,employeesTrend,2016,
1001,employeesTrend,2017,
1001,employeesTrend,2018,7
1001,employeesTrend,2019,9
1001,employeesTrend,2020,14
1001,employeesTrend,2021,12
1001,employeesTrend,2022,13
1001,employeesTrend,2023,14
1001,employeesTrend,2024,15
1001,employeesTrend,2025,
1001,employeesTrend,,15
1002,employeesTrend,2009,
1002,employeesTrend,2010,
1002,employeesTrend,2011,
1002,employeesTrend,2012,
1002,employeesTrend,2013,
1002,employeesTrend,2014,
1002,employeesTrend,2015,
1002,employeesTrend,2016,
1002,employeesTrend,2017,
1002,employeesTrend,2018,27
1002,employeesTrend,2019,23
1002,employeesTrend,2020,28
1002,employeesTrend,2021,31
1002,employeesTrend,2022,37
1002,employeesTrend,2023,39
1002,employeesTrend,2024,39
1002,employeesTrend,2025,
1002,employeesTrend,,39
1003,employeesTrend,2021,6
1003,employeesTrend,2022,
1003,employeesTrend,2023,
1003,employeesTrend,2024,
1003,employeesTrend,2025,
1003,employeesTrend,,6
1004,employeesTrend,2023,8
1004,employeesTrend,2024,7
1004,employeesTrend,2025,
1004,employeesTrend,,7
1005,employeesTrend,2017,43
1005,employeesTrend,2018,43
1005,employeesTrend,2019,39
1005,employeesTrend,2020,39
1005,employeesTrend,2021,36
1005,employeesTrend,2022,35
1005,employeesTrend,2023,32
1005,employeesTrend,2024,31
1005,employeesTrend,2025,
1005,employeesTrend,,31
1006,employeesTrend,2019,18
1006,employeesTrend,2020,23
1006,employeesTrend,2021,47
1006,employeesTrend,2022,77
1006,employeesTrend,2023,71
1006,employeesTrend,2024,64
1006,employeesTrend,2025,
1006,employeesTrend,,64
1007,employeesTrend,2015,
1007,employeesTrend,2016,
1007,employeesTrend,2017,
1007,employeesTrend,2018,
1007,employeesTrend,2019,87
1007,employeesTrend,2020,118
1007,employeesTrend,2021,
1007,employeesTrend,2022,133
1007,employeesTrend,2023,126
1007,employeesTrend,2024,130
1007,employeesTrend,2025,
1007,employeesTrend,,130
1008,employeesTrend,2021,14
1008,employeesTrend,2022,14
1008,employeesTrend,2023,14
1008,employeesTrend,2024,11
1008,employeesTrend,2025,
1008,employeesTrend,,11
1009,employeesTrend,2016,
1009,employeesTrend,2017,
1009,employeesTrend,2018,24
1009,employeesTrend,2019,
1009,employeesTrend,2020,32
1009,employeesTrend,2021,
1009,employeesTrend,2022,47
1009,employeesTrend,2023,40
1009,employeesTrend,2024,26
1009,employeesTrend,2025,
1009,employeesTrend,,26
1010,employeesTrend,2014,
1010,employeesTrend,2015,
1010,employeesTrend,2016,
1010,employeesTrend,2017,
1010,employeesTrend,2018,5
1010,employeesTrend,2019,5
1010,employeesTrend,2020,6
1010,employeesTrend,2021,10
1010,employeesTrend,2022,13
1010,employeesTrend,2023,9
1010,employeesTrend,2024,6
1010,employeesTrend,2025,
1010,employeesTrend,,6
1011,employeesTrend,2020,
1011,employeesTrend,2021,
1011,employeesTrend,2022,14
1011,employeesTrend,2023,24
1011,employeesTrend,2024,41
1011,employeesTrend,2025,
1011,employeesTrend,,41
1012,employeesTrend,2020,3
1012,employeesTrend,2021,
1012,employeesTrend,2022,
1012,employeesTrend,2023,
1012,employeesTrend,2024,
1012,employeesTrend,2025,
1012,employeesTrend,,3
1013,employeesTrend,2019,
1013,employeesTrend,2020,
1013,employeesTrend,2021,
1013,employeesTrend,2022,
1013,employeesTrend,2023,
1013,employeesTrend,2024,63
1013,employeesTrend,2025,
1013,employeesTrend,,63
1014,employeesTrend,2020,1
1014,employeesTrend,2021,
1014,employeesTrend,2022,1
1014,employeesTrend,2023,
1014,employeesTrend,2024,1
1014,employeesTrend,2025,
1014,employeesTrend,,1
1015,employeesTrend,2023,10
1015,employeesTrend,2024,18
1015,employeesTrend,2025,
1015,employeesTrend,,18
1016,employeesTrend,2024,3
1016,employeesTrend,2025,
1016,employeesTrend,,3
1017,employeesTrend,2023,6
1017,employeesTrend,2024,
1017,employeesTrend,2025,
1017,employeesTrend,,6
1018,employeesTrend,2023,6
1018,employeesTrend,2024,
1018,employeesTrend,2025,
1018,employeesTrend,,6
1019,employeesTrend,2024,12
1019,employeesTrend,2025,
1019,employeesTrend,,12
1020,employeesTrend,2024,2
1020,employeesTrend,2025,
1020,employeesTrend,,2
1021,employeesTrend,2024,1
1021,employeesTrend,2025,
1021,employeesTrend,,1
1022,employeesTrend,2016,
1022,employeesTrend,2017,
1022,employeesTrend,2018,10
1022,employeesTrend,2019,10
1022,employeesTrend,2020,15
1022,employeesTrend,2021,28
1022,employeesTrend,2022,34
1022,employeesTrend,2023,29
1022,employeesTrend,2024,26
1022,employeesTrend,2025,
1022,employeesTrend,,26
1023,employeesTrend,2018,8
1023,employeesTrend,2019,11
1023,employeesTrend,2020,18
1023,employeesTrend,2021,
1023,employeesTrend,2022,
1023,employeesTrend,2023,27
1023,employeesTrend,2024,35
1023,employeesTrend,2025,
1023,employeesTrend,,35
1024,employeesTrend,2022,6
1024,employeesTrend,2023,14
1024,employeesTrend,2024,16
1024,employeesTrend,2025,
1024,employeesTrend,,16
1025,employeesTrend,2020,2
1025,employeesTrend,2021,2
1025,employeesTrend,2022,
1025,employeesTrend,2023,7
1025,employeesTrend,2024,11
1025,employeesTrend,2025,
1025,employeesTrend,,11
1026,employeesTrend,2024,5
1026,employeesTrend,2025,
1026,employeesTrend,,5
1027,employeesTrend,2020,15
1027,employeesTrend,2021,25
1027,employeesTrend,2022,71
1027,employeesTrend,2023,87
1027,employeesTrend,2024,66
1027,employeesTrend,2025,
1027,employeesTrend,,66
1028,employeesTrend,2016,3
1028,employeesTrend,2017,2
1028,employeesTrend,2018,3
1028,employeesTrend,2019,3
1028,employeesTrend,2020,5
1028,employeesTrend,2021,5
1028,employeesTrend,2022,3
1028,employeesTrend,2023,2
1028,employeesTrend,2024,1
1028,employeesTrend,2025,
1028,employeesTrend,,1
1029,employeesTrend,2018,20
1029,employeesTrend,2019,22
1029,employeesTrend,2020,5
1029,employeesTrend,2021,6
1029,employeesTrend,2022,5
1029,employeesTrend,2023,5
1029,employeesTrend,2024,11
1029,employeesTrend,2025,
1029,employeesTrend,,11
1030,employeesTrend,2016,
1030,employeesTrend,2017,
1030,employeesTrend,2018,11
1030,employeesTrend,2019,10
1030,employeesTrend,2020,8
1030,employeesTrend,2021,7
1030,employeesTrend,2022,8
1030,employeesTrend,2023,8
1030,employeesTrend,2024,8
1030,employeesTrend,2025,
1030,employeesTrend,,8
1031,employeesTrend,2018,7
1031,employeesTrend,2019,10
1031,employeesTrend,2020,11
1031,employeesTrend,2021,
1031,employeesTrend,2022,12
1031,employeesTrend,2023,17
1031,employeesTrend,2024,
1031,employeesTrend,2025,
1031,employeesTrend,,17
1032,employeesTrend,2020,
1032,employeesTrend,2021,
1032,employeesTrend,2022,
1032,employeesTrend,2023,4
1032,employeesTrend,2024,
1032,employeesTrend,2025,
1032,employeesTrend,,4
1033,employeesTrend,2023,15
1033,employeesTrend,2024,24
1033,employeesTrend,2025,
1033,employeesTrend,,24
1034,employeesTrend,2019,3
1034,employeesTrend,2020,12
1034,employeesTrend,2021,16
1034,employeesTrend,2022,30
1034,employeesTrend,2023,48
1034,employeesTrend,2024,58
1034,employeesTrend,2025,
1034,employeesTrend,,58
1035,employeesTrend,2016,
1035,employeesTrend,2017,
1035,employeesTrend,2018,
1035,employeesTrend,2019,30
1035,employeesTrend,2020,32
1035,employeesTrend,2021,
1035,employeesTrend,2022,
1035,employeesTrend,2023,46
1035,employeesTrend,2024,52
1035,employeesTrend,2025,
1035,employeesTrend,,52
1036,employeesTrend,2022,11
1036,employeesTrend,2023,34
1036,employeesTrend,2024,35
1036,employeesTrend,2025,
1036,employeesTrend,,35
1037,employeesTrend,2020,2
1037,employeesTrend,2021,3
1037,employeesTrend,2022,3
1037,employeesTrend,2023,4
1037,employeesTrend,2024,3
1037,employeesTrend,2025,
1037,employeesTrend,,3
1038,employeesTrend,2014,
1038,employeesTrend,2015,
1038,employeesTrend,2016,9
1038,employeesTrend,2017,
1038,employeesTrend,2018,18
1038,employeesTrend,2019,22
1038,employeesTrend,2020,21
1038,employeesTrend,2021,20
1038,employeesTrend,2022,20
1038,employeesTrend,2023,19
1038,employeesTrend,2024,20
1038,employeesTrend,2025,
1038,employeesTrend,,20
1039,employeesTrend,2024,2
1039,employeesTrend,2025,
1039,employeesTrend,,2
1040,employeesTrend,2011,
1040,employeesTrend,2012,
1040,employeesTrend,2013,
1040,employeesTrend,2014,
1040,employeesTrend,2015,
1040,employeesTrend,2016,
1040,employeesTrend,2017,
1040,employeesTrend,2018,15
1040,employeesTrend,2019,15
1040,employeesTrend,2020,16
1040,employeesTrend,2021,18
1040,employeesTrend,2022,19
1040,employeesTrend,2023,18
1040,employeesTrend,2024,12
1040,employeesTrend,2025,
1040,employeesTrend,,12
1041,employeesTrend,2013,
1041,employeesTrend,2014,
1041,employeesTrend,2015,
1041,employeesTrend,2016,
1041,employeesTrend,2017,
1041,employeesTrend,2018,
1041,employeesTrend,2019,27
1041,employeesTrend,2020,20
1041,employeesTrend,2021,22
1041,employeesTrend,2022,31
1041,employeesTrend,2023,43
1041,employeesTrend,2024,40
1041,employeesTrend,2025,
1041,employeesTrend,,40
1042,employeesTrend,2022,10
1042,employeesTrend,2023,12
1042,employeesTrend,2024,13
1042,employeesTrend,2025,
1042,employeesTrend,,13
1043,employeesTrend,2024,3
1043,employeesTrend,2025,
1043,employeesTrend,,3
1044,employeesTrend,2016,
1044,employeesTrend,2017,
1044,employeesTrend,2018,17
1044,employeesTrend,2019,29
1044,employeesTrend,2020,52
1044,employeesTrend,2021,
1044,employeesTrend,2022,
1044,employeesTrend,2023,76
1044,employeesTrend,2024,64
1044,employeesTrend,2025,
1044,employeesTrend,,64
1045,employeesTrend,2015,
1045,employeesTrend,2016,
1045,employeesTrend,2017,
1045,employeesTrend,2018,
1045,employeesTrend,2019,107
1045,employeesTrend,2020,43
1045,employeesTrend,2021,43
1045,employeesTrend,2022,43
1045,employeesTrend,2023,43
1045,employeesTrend,2024,153
1045,employeesTrend,2025,
1045,employeesTrend,,153
1046,employeesTrend,2014,
1046,employeesTrend,2015,
1046,employeesTrend,2016,
1046,employeesTrend,2017,
1046,employeesTrend,2018,37
1046,employeesTrend,2019,33
1046,employeesTrend,2020,27
1046,employeesTrend,2021,28
1046,employeesTrend,2022,28
1046,employeesTrend,2023,28
1046,employeesTrend,2024,28
1046,employeesTrend,2025,
1046,employeesTrend,,28
1047,employeesTrend,2022,6
1047,employeesTrend,2023,4
1047,employeesTrend,2024,
1047,employeesTrend,2025,
1047,employeesTrend,,4
1048,employeesTrend,2022,4
1048,employeesTrend,2023,7
1048,employeesTrend,2024,10
1048,employeesTrend,2025,
1048,employeesTrend,,10
1049,employeesTrend,2023,6
1049,employeesTrend,2024,
1049,employeesTrend,2025,
1049,employeesTrend,,6
1050,employeesTrend,2019,9
1050,employeesTrend,2020,9
1050,employeesTrend,2021,8
1050,employeesTrend,2022,5
1050,employeesTrend,2023,4
1050,employeesTrend,2024,5
1050,employeesTrend,2025,
1050,employeesTrend,,5
1051,employeesTrend,2018,7
1051,employeesTrend,2019,11
1051,employeesTrend,2020,10
1051,employeesTrend,2021,10
1051,employeesTrend,2022,10
1051,employeesTrend,2023,47
1051,employeesTrend,2024,51
1051,employeesTrend,2025,
1051,employeesTrend,,51
1052,employeesTrend,2017,
1052,employeesTrend,2018,
1052,employeesTrend,2019,
1052,employeesTrend,2020,31
1052,employeesTrend,2021,
1052,employeesTrend,2022,
1052,employeesTrend,2023,
1052,employeesTrend,2024,
1052,employeesTrend,2025,
1052,employeesTrend,,31
1053,employeesTrend,2021,3
1053,employeesTrend,2022,
1053,employeesTrend,2023,4
1053,employeesTrend,2024,3
1053,employeesTrend,2025,
1053,employeesTrend,,3
1054,employeesTrend,2019,6
1054,employeesTrend,2020,8
1054,employeesTrend,2021,9
1054,employeesTrend,2022,7
1054,employeesTrend,2023,7
1054,employeesTrend,2024,7
1054,employeesTrend,2025,
1054,employeesTrend,,7
1055,employeesTrend,2019,3
1055,employeesTrend,2020,4
1055,employeesTrend,2021,4
1055,employeesTrend,2022,4
1055,employeesTrend,2023,4
1055,employeesTrend,2024,4
1055,employeesTrend,2025,
1055,employeesTrend,,4
1056,employeesTrend,2020,
1056,employeesTrend,2021,
1056,employeesTrend,2022,
1056,employeesTrend,2023,
1056,employeesTrend,2024,25
1056,employeesTrend,2025,
1056,employeesTrend,,25
1057,employeesTrend,2022,12
1057,employeesTrend,2023,21
1057,employeesTrend,2024,20
1057,employeesTrend,2025,
1057,employeesTrend,,20
1058,employeesTrend,2018,2
1058,employeesTrend,2019,4
1058,employeesTrend,2020,5
1058,employeesTrend,2021,4
1058,employeesTrend,2022,4
1058,employeesTrend,2023,2
1058,employeesTrend,2024,2
1058,employeesTrend,2025,
1058,employeesTrend,,2
1059,employeesTrend,2018,10
1059,employeesTrend,2019,13
1059,employeesTrend,2020,11
1059,employeesTrend,2021,
1059,employeesTrend,2022,16
1059,employeesTrend,2023,17
1059,employeesTrend,2024,14
1059,employeesTrend,2025,
1059,employeesTrend,,14
1060,employeesTrend,2019,1
1060,employeesTrend,2020,1
1060,employeesTrend,2021,
1060,employeesTrend,2022,
1060,employeesTrend,2023,1
1060,employeesTrend,2024,2
1060,employeesTrend,2025,
1060,employeesTrend,,2
1061,employeesTrend,2018,12
1061,employeesTrend,2019,11
1061,employeesTrend,2020,8
1061,employeesTrend,2021,31
1061,employeesTrend,2022,
1061,employeesTrend,2023,11
1061,employeesTrend,2024,13
1061,employeesTrend,2025,
1061,employeesTrend,,13
1062,employeesTrend,2018,6
1062,employeesTrend,2019,6
1062,employeesTrend,2020,5
1062,employeesTrend,2021,5
1062,employeesTrend,2022,5
1062,employeesTrend,2023,5
1062,employeesTrend,2024,4
1062,employeesTrend,2025,
1062,employeesTrend,,4
1063,employeesTrend,2019,3
1063,employeesTrend,2020,5
1063,employeesTrend,2021,
1063,employeesTrend,2022,
1063,employeesTrend,2023,
1063,employeesTrend,2024,
1063,employeesTrend,2025,
1063,employeesTrend,,5
1064,employeesTrend,2019,1
1064,employeesTrend,2020,3
1064,employeesTrend,2021,3
1064,employeesTrend,2022,3
1064,employeesTrend,2023,3
1064,employeesTrend,2024,3
1064,employeesTrend,2025,
1064,employeesTrend,,3
1065,employeesTrend,2018,1
1065,employeesTrend,2019,1
1065,employeesTrend,2020,1
1065,employeesTrend,2021,
1065,employeesTrend,2022,
1065,employeesTrend,2023,1
1065,employeesTrend,2024,1
1065,employeesTrend,2025,
1065,employeesTrend,,1
1066,employeesTrend,2018,2
1066,employeesTrend,2019,2
1066,employeesTrend,2020,4
1066,employeesTrend,2021,
1066,employeesTrend,2022,4
1066,employeesTrend,2023,4
1066,employeesTrend,2024,3
