company_id,row_type,employeesTrend_year,employeesTrend_value
853,employeesTrend,,20
854,employeesTrend,2018,18
854,employeesTrend,2019,29
854,employeesTrend,2020,34
854,employeesTrend,2021,50
854,employeesTrend,2022,55
854,employeesTrend,2023,65
854,employeesTrend,2024,67
854,employeesTrend,2025,
854,employeesTrend,,67
855,employeesTrend,2022,31
855,employeesTrend,2023,7
855,employeesTrend,2024,11
855,employeesTrend,2025,
855,employeesTrend,,11
856,employeesTrend,2018,3
856,employeesTrend,2019,2
856,employeesTrend,2020,3
856,employeesTrend,2021,2
856,employeesTrend,2022,2
856,employeesTrend,2023,1
856,employeesTrend,2024,1
856,employeesTrend,2025,
856,employeesTrend,,1
857,employeesTrend,2017,
857,employeesTrend,2018,18
857,employeesTrend,2019,42
857,employeesTrend,2020,50
857,employeesTrend,2021,95
857,employeesTrend,2022,162
857,employeesTrend,2023,150
857,employeesTrend,2024,142
857,employeesTrend,2025,
857,employeesTrend,,142
858,employeesTrend,2020,2
858,employeesTrend,2021,4
858,employeesTrend,2022,5
858,employeesTrend,2023,2
858,employeesTrend,2024,3
858,employeesTrend,2025,
858,employeesTrend,,3
859,employeesTrend,2017,23
859,employeesTrend,2018,26
859,employeesTrend,2019,10
859,employeesTrend,2020,11
859,employeesTrend,2021,
859,employeesTrend,2022,
859,employeesTrend,2023,11
859,employeesTrend,2024,12
859,employeesTrend,2025,
859,employeesTrend,,12
860,employeesTrend,2024,11
860,employeesTrend,2025,
860,employeesTrend,,11
861,employeesTrend,2024,7
861,employeesTrend,2025,
861,employeesTrend,,7
862,employeesTrend,2015,
862,employeesTrend,2016,
862,employeesTrend,2017,
862,employeesTrend,2018,15
862,employeesTrend,2019,19
862,employeesTrend,2020,19
862,employeesTrend,2021,26
862,employeesTrend,2022,25
862,employeesTrend,2023,18
862,employeesTrend,2024,16
862,employeesTrend,2025,
862,employeesTrend,,16
863,employeesTrend,2018,2
863,employeesTrend,2019,2
863,employeesTrend,2020,5
863,employeesTrend,2021,
863,employeesTrend,2022,25
863,employeesTrend,2023,28
863,employeesTrend,2024,34
863,employeesTrend,2025,
863,employeesTrend,,34
864,employeesTrend,2020,6
864,employeesTrend,2021,
864,employeesTrend,2022,
864,employeesTrend,2023,
864,employeesTrend,2024,
864,employeesTrend,2025,
864,employeesTrend,,6
865,employeesTrend,2019,5
865,employeesTrend,2020,20
865,employeesTrend,2021,66
865,employeesTrend,2022,58
865,employeesTrend,2023,54
865,employeesTrend,2024,58
865,employeesTrend,2025,
865,employeesTrend,,58
866,employeesTrend,2021,11
866,employeesTrend,2022,32
866,employeesTrend,2023,56
866,employeesTrend,2024,61
866,employeesTrend,2025,
866,employeesTrend,,61
867,employeesTrend,2024,3
867,employeesTrend,2025,
867,employeesTrend,,3
868,employeesTrend,2016,
868,employeesTrend,2017,
868,employeesTrend,2018,
868,employeesTrend,2019,15
868,employeesTrend,2020,24
868,employeesTrend,2021,
868,employeesTrend,2022,31
868,employeesTrend,2023,50
868,employeesTrend,2024,60
868,employeesTrend,2025,
868,employeesTrend,,60
869,employeesTrend,2021,12
869,employeesTrend,2022,29
869,employeesTrend,2023,48
869,employeesTrend,2024,53
869,employeesTrend,2025,
869,employeesTrend,,53
870,employeesTrend,2020,4
870,employeesTrend,2021,12
870,employeesTrend,2022,22
870,employeesTrend,2023,25
870,employeesTrend,2024,31
870,employeesTrend,2025,
870,employeesTrend,,31
871,employeesTrend,2022,3
871,employeesTrend,2023,12
871,employeesTrend,2024,18
871,employeesTrend,2025,
871,employeesTrend,,18
872,employeesTrend,2021,1
872,employeesTrend,2022,2
872,employeesTrend,2023,2
872,employeesTrend,2024,
872,employeesTrend,2025,
872,employeesTrend,,2
873,employeesTrend,2015,
873,employeesTrend,2016,
873,employeesTrend,2017,
873,employeesTrend,2018,144
873,employeesTrend,2019,200
873,employeesTrend,2020,226
873,employeesTrend,2021,239
873,employeesTrend,2022,223
873,employeesTrend,2023,184
873,employeesTrend,2024,178
873,employeesTrend,2025,
873,employeesTrend,,178
874,employeesTrend,2018,9
874,employeesTrend,2019,8
874,employeesTrend,2020,16
874,employeesTrend,2021,19
874,employeesTrend,2022,
874,employeesTrend,2023,26
874,employeesTrend,2024,31
874,employeesTrend,2025,
874,employeesTrend,,31
875,employeesTrend,2022,
875,employeesTrend,2023,6
875,employeesTrend,2024,
875,employeesTrend,2025,
875,employeesTrend,,6
876,employeesTrend,2018,4
876,employeesTrend,2019,12
876,employeesTrend,2020,16
876,employeesTrend,2021,18
876,employeesTrend,2022,
876,employeesTrend,2023,26
876,employeesTrend,2024,17
876,employeesTrend,2025,
876,employeesTrend,,17
877,employeesTrend,2016,509
877,employeesTrend,2017,543
877,employeesTrend,2018,639
877,employeesTrend,2019,783
877,employeesTrend,2020,793
877,employeesTrend,2021,924
877,employeesTrend,2022,1028
877,employeesTrend,2023,1079
877,employeesTrend,2024,1158
877,employeesTrend,2025,
877,employeesTrend,,1158
878,employeesTrend,2020,4
878,employeesTrend,2021,4
878,employeesTrend,2022,
878,employeesTrend,2023,2
878,employeesTrend,2024,
878,employeesTrend,2025,
878,employeesTrend,,2
879,employeesTrend,2023,1
879,employeesTrend,2024,
879,employeesTrend,2025,
879,employeesTrend,,1
880,employeesTrend,2019,8
880,employeesTrend,2020,6
880,employeesTrend,2021,9
880,employeesTrend,2022,11
880,employeesTrend,2023,11
880,employeesTrend,2024,14
880,employeesTrend,2025,
880,employeesTrend,,14
881,employeesTrend,2019,9
881,employeesTrend,2020,26
881,employeesTrend,2021,56
881,employeesTrend,2022,54
881,employeesTrend,2023,42
881,employeesTrend,2024,30
881,employeesTrend,2025,
881,employeesTrend,,30
882,employeesTrend,2018,58
882,employeesTrend,2019,74
882,employeesTrend,2020,91
882,employeesTrend,2021,101
882,employeesTrend,2022,130
882,employeesTrend,2023,126
882,employeesTrend,2024,
882,employeesTrend,2025,
882,employeesTrend,,126
883,employeesTrend,2018,
883,employeesTrend,2019,7
883,employeesTrend,2020,9
883,employeesTrend,2021,10
883,employeesTrend,2022,
883,employeesTrend,2023,26
883,employeesTrend,2024,27
883,employeesTrend,2025,
883,employeesTrend,,27
884,employeesTrend,2018,11
884,employeesTrend,2019,10
884,employeesTrend,2020,12
884,employeesTrend,2021,15
884,employeesTrend,2022,
884,employeesTrend,2023,23
884,employeesTrend,2024,26
884,employeesTrend,2025,
884,employeesTrend,,26
885,employeesTrend,2024,2
885,employeesTrend,2025,
885,employeesTrend,,2
886,employeesTrend,2017,
886,employeesTrend,2018,12
886,employeesTrend,2019,10
886,employeesTrend,2020,10
886,employeesTrend,2021,20
886,employeesTrend,2022,22
886,employeesTrend,2023,24
886,employeesTrend,2024,21
886,employeesTrend,2025,
886,employeesTrend,,21
887,employeesTrend,2018,13
887,employeesTrend,2019,13
887,employeesTrend,2020,12
887,employeesTrend,2021,14
887,employeesTrend,2022,13
887,employeesTrend,2023,15
887,employeesTrend,2024,15
887,employeesTrend,2025,
887,employeesTrend,,15
888,employeesTrend,2019,3
888,employeesTrend,2020,15
888,employeesTrend,2021,16
888,employeesTrend,2022,6
888,employeesTrend,2023,8
888,employeesTrend,2024,6
888,employeesTrend,2025,
888,employeesTrend,,6
889,employeesTrend,2019,2
889,employeesTrend,2020,2
889,employeesTrend,2021,2
889,employeesTrend,2022,2
889,employeesTrend,2023,2
889,employeesTrend,2024,114
889,employeesTrend,2025,
889,employeesTrend,,114
890,employeesTrend,2022,5
890,employeesTrend,2023,8
890,employeesTrend,2024,8
890,employeesTrend,2025,
890,employeesTrend,,8
891,employeesTrend,2024,10
891,employeesTrend,2025,
891,employeesTrend,,10
892,employeesTrend,2024,35
892,employeesTrend,2025,
892,employeesTrend,,35
893,employeesTrend,2022,4
893,employeesTrend,2023,4
893,employeesTrend,2024,5
893,employeesTrend,2025,
893,employeesTrend,,5
894,employeesTrend,2018,5
894,employeesTrend,2019,14
894,employeesTrend,2020,14
894,employeesTrend,2021,36
894,employeesTrend,2022,
894,employeesTrend,2023,89
894,employeesTrend,2024,74
894,employeesTrend,2025,
894,employeesTrend,,74
895,employeesTrend,2018,28
895,employeesTrend,2019,25
895,employeesTrend,2020,23
895,employeesTrend,2021,27
895,employeesTrend,2022,28
895,employeesTrend,2023,32
895,employeesTrend,2024,35
895,employeesTrend,2025,
895,employeesTrend,,35
896,employeesTrend,2014,
896,employeesTrend,2015,
896,employeesTrend,2016,
896,employeesTrend,2017,
896,employeesTrend,2018,6
896,employeesTrend,2019,3
896,employeesTrend,2020,2
896,employeesTrend,2021,3
896,employeesTrend,2022,3
896,employeesTrend,2023,3
896,employeesTrend,2024,3
896,employeesTrend,2025,
896,employeesTrend,,3
897,employeesTrend,2024,7
897,employeesTrend,2025,
897,employeesTrend,,7
898,employeesTrend,2022,8
898,employeesTrend,2023,2
898,employeesTrend,2024,
898,employeesTrend,2025,
898,employeesTrend,,2
899,employeesTrend,2016,29
899,employeesTrend,2017,29
899,employeesTrend,2018,30
899,employeesTrend,2019,31
899,employeesTrend,2020,31
899,employeesTrend,2021,31
899,employeesTrend,2022,35
899,employeesTrend,2023,31
899,employeesTrend,2024,32
899,employeesTrend,2025,
899,employeesTrend,,32
900,employeesTrend,2020,6
900,employeesTrend,2021,
900,employeesTrend,2022,
900,employeesTrend,2023,
900,employeesTrend,2024,2
900,employeesTrend,2025,
900,employeesTrend,,2
901,employeesTrend,2019,
901,employeesTrend,2020,3
901,employeesTrend,2021,3
901,employeesTrend,2022,14
901,employeesTrend,2023,8
901,employeesTrend,2024,12
901,employeesTrend,2025,
901,employeesTrend,,12
902,employeesTrend,2017,
902,employeesTrend,2018,28
902,employeesTrend,2019,40
902,employeesTrend,2020,38
902,employeesTrend,2021,
902,employeesTrend,2022,48
902,employeesTrend,2023,44
902,employeesTrend,2024,32
902,employeesTrend,2025,
902,employeesTrend,,32
903,employeesTrend,2021,4
903,employeesTrend,2022,
903,employeesTrend,2023,5
903,employeesTrend,2024,4
903,employeesTrend,2025,
903,employeesTrend,,4
904,employeesTrend,2024,2
904,employeesTrend,2025,
904,employeesTrend,,2
905,employeesTrend,2013,
905,employeesTrend,2014,
905,employeesTrend,2015,
905,employeesTrend,2016,5
905,employeesTrend,2017,
905,employeesTrend,2018,17
905,employeesTrend,2019,29
905,employeesTrend,2020,28
905,employeesTrend,2021,18
905,employeesTrend,2022,14
905,employeesTrend,2023,9
905,employeesTrend,2024,8
905,employeesTrend,2025,
905,employeesTrend,,8
906,employeesTrend,2015,
906,employeesTrend,2016,
906,employeesTrend,2017,
906,employeesTrend,2018,58
906,employeesTrend,2019,44
906,employeesTrend,2020,61
906,employeesTrend,2021,67
906,employeesTrend,2022,91
906,employeesTrend,2023,93
906,employeesTrend,2024,86
906,employeesTrend,2025,
906,employeesTrend,,86
907,employeesTrend,2014,
907,employeesTrend,2015,
907,employeesTrend,2016,
907,employeesTrend,2017,9
907,employeesTrend,2018,19
907,employeesTrend,2019,27
907,employeesTrend,2020,23
907,employeesTrend,2021,22
907,employeesTrend,2022,27
907,employeesTrend,2023,29
907,employeesTrend,2024,38
907,employeesTrend,2025,
907,employeesTrend,,38
908,employeesTrend,2024,2
908,employeesTrend,2025,
908,employeesTrend,,2
909,employeesTrend,2018,5
909,employeesTrend,2019,8
909,employeesTrend,2020,12
909,employeesTrend,2021,
909,employeesTrend,2022,53
909,employeesTrend,2023,76
909,employeesTrend,2024,97
909,employeesTrend,2025,
909,employeesTrend,,97
910,employeesTrend,2020,2
910,employeesTrend,2021,6
910,employeesTrend,2022,14
910,employeesTrend,2023,16
910,employeesTrend,2024,18
910,employeesTrend,2025,
910,employeesTrend,,18
911,employeesTrend,2017,
911,employeesTrend,2018,15
911,employeesTrend,2019,14
911,employeesTrend,2020,10
911,employeesTrend,2021,8
911,employeesTrend,2022,
911,employeesTrend,2023,7
911,employeesTrend,2024,6
911,employeesTrend,2025,
911,employeesTrend,,6
912,employeesTrend,2021,15
912,employeesTrend,2022,24
912,employeesTrend,2023,17
912,employeesTrend,2024,13
912,employeesTrend,2025,
912,employeesTrend,,13
913,employeesTrend,2023,6
913,employeesTrend,2024,
913,employeesTrend,2025,
913,employeesTrend,,6
914,employeesTrend,2014,
914,employeesTrend,2015,
914,employeesTrend,2016,
914,employeesTrend,2017,
914,employeesTrend,2018,97
914,employeesTrend,2019,121
914,employeesTrend,2020,111
914,employeesTrend,2021,
914,employeesTrend,2022,111
914,employeesTrend,2023,111
914,employeesTrend,2024,381
914,employeesTrend,2025,
914,employeesTrend,,381
915,employeesTrend,2007,
915,employeesTrend,2008,
915,employeesTrend,2009,
915,employeesTrend,2010,
915,employeesTrend,2011,
915,employeesTrend,2012,
915,employeesTrend,2013,
915,employeesTrend,2014,
915,employeesTrend,2015,
915,employeesTrend,2016,
915,employeesTrend,2017,
915,employeesTrend,2018,
915,employeesTrend,2019,8
915,employeesTrend,2020,5
915,employeesTrend,2021,2
915,employeesTrend,2022,2
915,employeesTrend,2023,1
915,employeesTrend,2024,2
915,employeesTrend,2025,
915,employeesTrend,,2
916,employeesTrend,2018,5
916,employeesTrend,2019,5
916,employeesTrend,2020,4
916,employeesTrend,2021,3
916,employeesTrend,2022,4
916,employeesTrend,2023,3
916,employeesTrend,2024,
916,employeesTrend,2025,
916,employeesTrend,,3
917,employeesTrend,2019,5
917,employeesTrend,2020,4
917,employeesTrend,2021,4
917,employeesTrend,2022,4
917,employeesTrend,2023,4
917,employeesTrend,2024,4
917,employeesTrend,2025,
917,employeesTrend,,4
918,employeesTrend,2023,2
918,employeesTrend,2024,
918,employeesTrend,2025,
918,employeesTrend,,2
919,employeesTrend,2019,1
919,employeesTrend,2020,2
919,employeesTrend,2021,3
919,employeesTrend,2022,3
919,employeesTrend,2023,6
919,employeesTrend,2024,
919,employeesTrend,2025,
919,employeesTrend,,6
920,employeesTrend,2018,10
920,employeesTrend,2019,9
920,employeesTrend,2020,10
920,employeesTrend,2021,
920,employeesTrend,2022,
920,employeesTrend,2023,21
920,employeesTrend,2024,23
920,employeesTrend,2025,
920,employeesTrend,,23
921,employeesTrend,2019,3
921,employeesTrend,2020,4
921,employeesTrend,2021,
921,employeesTrend,2022,
921,employeesTrend,2023,4
921,employeesTrend,2024,4
921,employeesTrend,2025,
921,employeesTrend,,4
922,employeesTrend,2022,7
922,employeesTrend,2023,13
922,employeesTrend,2024,13
922,employeesTrend,2025,
922,employeesTrend,,13
923,employeesTrend,2024,2
923,employeesTrend,2025,
923,employeesTrend,,2
924,employeesTrend,2017,59
924,employeesTrend,2018,46
924,employeesTrend,2019,68
924,employeesTrend,2020,
924,employeesTrend,2021,
924,employeesTrend,2022,56
924,employeesTrend,2023,59
924,employeesTrend,2024,57
924,employeesTrend,2025,
924,employeesTrend,,57
925,employeesTrend,2018,78
925,employeesTrend,2019,84
925,employeesTrend,2020,90
925,employeesTrend,2021,98
925,employeesTrend,2022,98
925,employeesTrend,2023,103
925,employeesTrend,2024,103
925,employeesTrend,2025,
925,employeesTrend,,103
926,employeesTrend,2024,4
926,employeesTrend,2025,
926,employeesTrend,,4
927,employeesTrend,2018,2
927,employeesTrend,2019,2
927,employeesTrend,2020,2
927,employeesTrend,2021,2
927,employeesTrend,2022,2
927,employeesTrend,2023,1
927,employeesTrend,2024,1
927,employeesTrend,2025,
927,employeesTrend,,1
928,employeesTrend,2022,8
928,employeesTrend,2023,13
928,employeesTrend,2024,17
928,employeesTrend,2025,
928,employeesTrend,,17
929,employeesTrend,2024,4
929,employeesTrend,2025,
929,employeesTrend,,4
930,employeesTrend,2019,3
930,employeesTrend,2020,6
930,employeesTrend,2021,4
930,employeesTrend,2022,4
930,employeesTrend,2023,4
930,employeesTrend,2024,3
930,employeesTrend,2025,
930,employeesTrend,,3
931,employeesTrend,2019,2
931,employeesTrend,2020,2
931,employeesTrend,2021,7
931,employeesTrend,2022,10
931,employeesTrend,2023,11
931,employeesTrend,2024,13
931,employeesTrend,2025,
931,employeesTrend,,13
932,employeesTrend,2020,6
932,employeesTrend,2021,8
932,employeesTrend,2022,7
932,employeesTrend,2023,7
932,employeesTrend,2024,4
932,employeesTrend,2025,
932,employeesTrend,,4
933,employeesTrend,2022,
933,employeesTrend,2023,35
933,employeesTrend,2024,48
933,employeesTrend,2025,
933,employeesTrend,,48
934,employeesTrend,2018,35
934,employeesTrend,2019,38
934,employeesTrend,2020,21
934,employeesTrend,2021,17
934,employeesTrend,2022,12
934,employeesTrend,2023,8
934,employeesTrend,2024,5
934,employeesTrend,2025,
934,employeesTrend,,5
935,employeesTrend,2024,5
935,employeesTrend,2025,
935,employeesTrend,,5
936,employeesTrend,2019,44
936,employeesTrend,2020,
936,employeesTrend,2021,142
936,employeesTrend,2022,158
936,employeesTrend,2023,150
936,employeesTrend,2024,142
936,employeesTrend,2025,
936,employeesTrend,,142
937,employeesTrend,2023,5
937,employeesTrend,2024,5
937,employeesTrend,2025,
937,employeesTrend,,5
938,employeesTrend,2020,2
938,employeesTrend,2021,12
938,employeesTrend,2022,25
938,employeesTrend,2023,34
938,employeesTrend,2024,38
938,employeesTrend,2025,
938,employeesTrend,,38
939,employeesTrend,2022,9
939,employeesTrend,2023,29
939,employeesTrend,2024,28
939,employeesTrend,2025,
939,employeesTrend,,28
940,employeesTrend,2020,4
940,employeesTrend,2021,6
940,employeesTrend,2022,10
940,employeesTrend,2023,11
940,employeesTrend,2024,8
940,employeesTrend,2025,
940,employeesTrend,,8
941,employeesTrend,2019,19
941,employeesTrend,2020,34
941,employeesTrend,2021,39
941,employeesTrend,2022,39
941,employeesTrend,2023,29
941,employeesTrend,2024,29
941,employeesTrend,2025,
941,employeesTrend,,29
942,employeesTrend,2019,6
942,employeesTrend,2020,6
942,employeesTrend,2021,31
942,employeesTrend,2022,
942,employeesTrend,2023,
942,employeesTrend,2024,25
942,employeesTrend,2025,
942,employeesTrend,,25
943,employeesTrend,2019,11
943,employeesTrend,2020,19
943,employeesTrend,2021,31
943,employeesTrend,2022,34
943,employeesTrend,2023,54
943,employeesTrend,2024,112
943,employeesTrend,2025,
943,employeesTrend,,112
944,employeesTrend,2018,20
944,employeesTrend,2019,18
944,employeesTrend,2020,22
944,employeesTrend,2021,18
944,employeesTrend,2022,13
944,employeesTrend,2023,7
944,employeesTrend,2024,6
944,employeesTrend,2025,
944,employeesTrend,,6
945,employeesTrend,2020,
945,employeesTrend,2021,
945,employeesTrend,2022,6
945,employeesTrend,2023,7
945,employeesTrend,2024,7
945,employeesTrend,2025,
945,employeesTrend,,7
946,employeesTrend,2021,5
946,employeesTrend,2022,1
946,employeesTrend,2023,2
946,employeesTrend,2024,2
946,employeesTrend,2025,
946,employeesTrend,,2
947,employeesTrend,2015,
947,employeesTrend,2016,
947,employeesTrend,2017,
947,employeesTrend,2018,9
947,employeesTrend,2019,10
947,employeesTrend,2020,9
947,employeesTrend,2021,7
947,employeesTrend,2022,9
947,employeesTrend,2023,9
947,employeesTrend,2024,16
947,employeesTrend,2025,
947,employeesTrend,,16
948,employeesTrend,2018,9
948,employeesTrend,2019,7
948,employeesTrend,2020,5
948,employeesTrend,2021,8
948,employeesTrend,2022,9
948,employeesTrend,2023,8
948,employeesTrend,2024,7
948,employeesTrend,2025,
948,employeesTrend,,7
949,employeesTrend,2020,6
949,employeesTrend,2021,
949,employeesTrend,2022,
949,employeesTrend,2023,
949,employeesTrend,2024,
949,employeesTrend,2025,
949,employeesTrend,,6
950,employeesTrend,2015,
950,employeesTrend,2016,11
950,employeesTrend,2017,
950,employeesTrend,2018,20
950,employeesTrend,2019,
950,employeesTrend,2020,55
950,employeesTrend,2021,62
950,employeesTrend,2022,94
950,employeesTrend,2023,148
950,employeesTrend,2024,174
950,employeesTrend,2025,
950,employeesTrend,,174
951,employeesTrend,2012,
951,employeesTrend,2013,
951,employeesTrend,2014,
951,employeesTrend,2015,
951,employeesTrend,2016,
951,employeesTrend,2017,
951,employeesTrend,2018,47
951,employeesTrend,2019,48
951,employeesTrend,2020,39
951,employeesTrend,2021,40
951,employeesTrend,2022,83
951,employeesTrend,2023,101
951,employeesTrend,2024,119
951,employeesTrend,2025,
951,employeesTrend,,119
952,employeesTrend,2015,1
952,employeesTrend,2016,
952,employeesTrend,2017,
952,employeesTrend,2018,
952,employeesTrend,2019,2
952,employeesTrend,2020,2
952,employeesTrend,2021,2
952,employeesTrend,2022,2
952,employeesTrend,2023,1
952,employeesTrend,2024,1
952,employeesTrend,2025,
952,employeesTrend,,1
953,employeesTrend,2011,
953,employeesTrend,2012,
953,employeesTrend,2013,
953,employeesTrend,2014,
953,employeesTrend,2015,
953,employeesTrend,2016,
953,employeesTrend,2017,
953,employeesTrend,2018,2
953,employeesTrend,2019,3
953,employeesTrend,2020,3
953,employeesTrend,2021,6
953,employeesTrend,2022,10
953,employeesTrend,2023,10
953,employeesTrend,2024,12
953,employeesTrend,2025,
953,employeesTrend,,12
954,employeesTrend,2018,
954,employeesTrend,2019,84
954,employeesTrend,2020,93
954,employeesTrend,2021,86
954,employeesTrend,2022,
954,employeesTrend,2023,107
954,employeesTrend,2024,108
954,employeesTrend,2025,
954,employeesTrend,,108
955,employeesTrend,2024,18
955,employeesTrend,2025,
955,employeesTrend,,18
956,employeesTrend,2023,8
956,employeesTrend,2024,4
956,employeesTrend,2025,
956,employeesTrend,,4
957,employeesTrend,2012,
957,employeesTrend,2013,
957,employeesTrend,2014,
957,employeesTrend,2015,
957,employeesTrend,2016,
957,employeesTrend,2017,
957,employeesTrend,2018,
957,employeesTrend,2019,299
957,employeesTrend,2020,716
957,employeesTrend,2021,1081
957,employeesTrend,2022,1649
957,employeesTrend,2023,2014
957,employeesTrend,2024,2751
957,employeesTrend,2025,
957,employeesTrend,,2751
958,employeesTrend,2018,7
958,employeesTrend,2019,9
958,employeesTrend,2020,8
958,employeesTrend,2021,10
958,employeesTrend,2022,13
958,employeesTrend,2023,10
958,employeesTrend,2024,8
958,employeesTrend,2025,
958,employeesTrend,,8
959,employeesTrend,2014,
959,employeesTrend,2015,
959,employeesTrend,2016,
959,employeesTrend,2017,
959,employeesTrend,2018,
959,employeesTrend,2019,5
959,employeesTrend,2020,38
959,employeesTrend,2021,62
959,employeesTrend,2022,149
959,employeesTrend,2023,93
959,employeesTrend,2024,62
959,employeesTrend,2025,
959,employeesTrend,,62
960,employeesTrend,2020,
960,employeesTrend,2021,
960,employeesTrend,2022,12
960,employeesTrend,2023,17
960,employeesTrend,2024,20
960,employeesTrend,2025,
960,employeesTrend,,20
961,employeesTrend,2023,1
961,employeesTrend,2024,2
961,employeesTrend,2025,
961,employeesTrend,,2
962,employeesTrend,2024,1
962,employeesTrend,2025,
962,employeesTrend,,1
963,employeesTrend,2023,2
963,employeesTrend,2024,
963,employeesTrend,2025,
963,employeesTrend,,2
964,employeesTrend,2018,3
964,employeesTrend,2019,7
964,employeesTrend,2020,4
964,employeesTrend,2021,5
964,employeesTrend,2022,5
964,employeesTrend,2023,5
964,employeesTrend,2024,5
964,employeesTrend,2025,
964,employeesTrend,,5
965,employeesTrend,2019,1
965,employeesTrend,2020,1
965,employeesTrend,2021,
965,employeesTrend,2022,1
965,employeesTrend,2023,1
965,employeesTrend,2024,
965,employeesTrend,2025,
965,employeesTrend,,1
966,employeesTrend,2019,1
966,employeesTrend,2020,
966,employeesTrend,2021,4
966,employeesTrend,2022,6
966,employeesTrend,2023,9
966,employeesTrend,2024,10
966,employeesTrend,2025,
966,employeesTrend,,10
967,employeesTrend,2023,5
967,employeesTrend,2024,4
967,employeesTrend,2025,
967,employeesTrend,,4
968,employeesTrend,2020,2
968,employeesTrend,2021,
968,employeesTrend,2022,
968,employeesTrend,2023,2
968,employeesTrend,2024,3
968,employeesTrend,2025,
968,employeesTrend,,3
969,employeesTrend,2024,8
969,employeesTrend,2025,
969,employeesTrend,,8
970,employeesTrend,2012,
970,employeesTrend,2013,
970,employeesTrend,2014,
970,employeesTrend,2015,
970,employeesTrend,2016,
970,employeesTrend,2017,
970,employeesTrend,2018,57
970,employeesTrend,2019,47
970,employeesTrend,2020,42
970,employeesTrend,2021,41
970,employeesTrend,2022,36
970,employeesTrend,2023,37
970,employeesTrend,2024,33
970,employeesTrend,2025,
970,employeesTrend,,33
971,employeesTrend,2000,
971,employeesTrend,2001,
971,employeesTrend,2002,
971,employeesTrend,2003,
971,employeesTrend,2004,
971,employeesTrend,2005,
971,employeesTrend,2006,
971,employeesTrend,2007,
971,employeesTrend,2008,
971,employeesTrend,2009,
971,employeesTrend,2010,
971,employeesTrend,2011,
971,employeesTrend,2012,
971,employeesTrend,2013,
971,employeesTrend,2014,
971,employeesTrend,2015,
971,employeesTrend,2016,
971,employeesTrend,2017,
971,employeesTrend,2018,77
971,employeesTrend,2019,98
971,employeesTrend,2020,88
971,employeesTrend,2021,85
971,employeesTrend,2022,86
971,employeesTrend,2023,86
971,employeesTrend,2024,2
971,employeesTrend,2025,
971,employeesTrend,,2
972,employeesTrend,2018,6
972,employeesTrend,2019,8
972,employeesTrend,2020,7
972,employeesTrend,2021,
972,employeesTrend,2022,
972,employeesTrend,2023,5
972,employeesTrend,2024,5
972,employeesTrend,2025,
972,employeesTrend,,5
973,employeesTrend,2019,5
973,employeesTrend,2020,4
973,employeesTrend,2021,
973,employeesTrend,2022,
973,employeesTrend,2023,2
973,employeesTrend,2024,2
973,employeesTrend,2025,
973,employeesTrend,,2
974,employeesTrend,2019,5
974,employeesTrend,2020,7
974,employeesTrend,2021,12
974,employeesTrend,2022,
974,employeesTrend,2023,13
974,employeesTrend,2024,10
974,employeesTrend,2025,
974,employeesTrend,,10
975,employeesTrend,2015,
975,employeesTrend,2016,
975,employeesTrend,2017,
975,employeesTrend,2018,
975,employeesTrend,2019,28
975,employeesTrend,2020,28
975,employeesTrend,2021,34
975,employeesTrend,2022,44
975,employeesTrend,2023,55
975,employeesTrend,2024,52
975,employeesTrend,2025,
975,employeesTrend,,52
976,employeesTrend,2018,10
976,employeesTrend,2019,21
976,employeesTrend,2020,13
976,employeesTrend,2021,18
976,employeesTrend,2022,50
976,employeesTrend,2023,79
976,employeesTrend,2024,66
976,employeesTrend,2025,
976,employeesTrend,,66
977,employeesTrend,2015,
977,employeesTrend,2016,
977,employeesTrend,2017,
977,employeesTrend,2018,261
977,employeesTrend,2019,274
977,employeesTrend,2020,252
977,employeesTrend,2021,251
977,employeesTrend,2022,288
977,employeesTrend,2023,311
977,employeesTrend,2024,334
977,employeesTrend,2025,
977,employeesTrend,,334
978,employeesTrend,2019,16
978,employeesTrend,2020,5
978,employeesTrend,2021,3
978,employeesTrend,2022,2
978,employeesTrend,2023,2
978,employeesTrend,2024,
978,employeesTrend,2025,
978,employeesTrend,,2
979,employeesTrend,2018,61
979,employeesTrend,2019,81
979,employeesTrend,2020,80
979,employeesTrend,2021,
979,employeesTrend,2022,207
979,employeesTrend,2023,203
979,employeesTrend,2024,185
979,employeesTrend,2025,
979,employeesTrend,,185
980,employeesTrend,2024,8
980,employeesTrend,2025,
980,employeesTrend,,8
981,employeesTrend,2023,7
981,employeesTrend,2024,2
981,employeesTrend,2025,
981,employeesTrend,,2
982,employeesTrend,2021,6
982,employeesTrend,2022,
982,employeesTrend,2023,
982,employeesTrend,2024,
982,employeesTrend,2025,
982,employeesTrend,,6
983,employeesTrend,2020,
983,employeesTrend,2021,6
983,employeesTrend,2022,3
983,employeesTrend,2023,5
983,employeesTrend,2024,2
983,employeesTrend,2025,
983,employeesTrend,,2
984,employeesTrend,2021,6
984,employeesTrend,2022,4
984,employeesTrend,2023,1
984,employeesTrend,2024,
984,employeesTrend,2025,
984,employeesTrend,,1
985,employeesTrend,2023,3
985,employeesTrend,2024,4
985,employeesTrend,2025,
985,employeesTrend,,4
986,employeesTrend,2016,
986,employeesTrend,2017,
986,employeesTrend,2018,39
